,MN,HD,HR,HIP,Gl,Name,OtherDesignations,ProperName,Bayer,Flamsteed,Constellation,RAJ2000,DecJ2000,pmRA,pmDec,RadVel,Distance,Vmag,Vmag_min,Vmag_max,B-V,SpType,Luminosity,XJ2000,YJ2000,ZJ2000,VXJ2000,VYJ2000,VZJ2000,Primary,MultipleID,IsMultiple,IsVariable
7517,7518,221970,8955,116505,,HD 221970,HD 221970/HIP 116505/HR 8955/HYG 116136/MN 7518,,,,And,23.608476,32.904215,-5.58,7.12,-1.0,72.0461,6.35,,,0.459,F6V,13.037670471382134,60.17097,-6.189266,39.138045,1.53e-06,-1.71e-06,-2.4e-06,116139,,0,0
7518,7519,224801,9080,63,,HD 224801,HD 224801/HIP 63/HR 9080/HYG 63/MN 7519,,,,And,0.012119,45.253334,17.38,0.22,-3.0,187.9699,6.36,6.382,6.322,-0.047,B9p SiEu,87.90225168308842,132.325125,0.419892,133.501154,-2.04e-06,1.583e-05,-2.35e-06,63,,0,1
7519,7520,6668,325,5259,,HD 6668,HD 6668/HIP 5259/HR 325/HYG 5247/MN 7520,,,,Cet,1.120255,-23.996334,74.44,-31.75,15.0,68.7758,6.36,,,0.238,A3III,11.770637907805687,60.148823,18.164406,-27.969672,-1.591e-05,2.657e-05,2.12e-06,5247,,0,0
7520,7521,7724,374,6025,,HD 7724,HD 7724/HIP 6025/HR 374/HYG 6012/MN 7521,,,,Psc,1.290033,31.744617,-44.7,3.32,-34.0,85.1064,6.36,,,1.132,K0,18.03017740859569,68.285897,23.980929,44.777213,-1.713e-05,-2.744e-05,-2.247e-05,6012,,0,0
7521,7522,8272,391,6486,,HD 8272,HD 8272/HIP 6486/HR 391/HYG 6472/MN 7522,,,,Cas,1.389264,58.142994,132.26,-90.68,7.0,58.8235,6.36,,,0.457,F4V,8.61390345772428,29.016108,11.044934,49.962851,-7.57e-06,4.441e-05,1.064e-05,6472,,0,0
7522,7523,12270,584,9149,,HD 12270,HD 12270/HIP 9149/HR 584/HYG 9130/MN 7523,,,,Hyi,1.964821,-65.4247,-24.59,-6.5,12.0,169.7793,6.36,,,0.906,G8II/III,71.7133482657721,61.472095,34.739921,-154.400021,-1.339e-05,-1.75e-05,1.017e-05,9130,,0,0
7523,7524,14509,686,10832,,HD 14509,HD 14509/HIP 10832/HR 686/HYG 10805/MN 7524,,,,Phe,2.323546,-41.848367,4.86,27.62,23.0,192.6782,6.36,,,1.162,K2III,92.38468875379452,117.782348,82.023138,-128.547622,3.52e-06,2.357e-05,2.591e-05,10805,,0,0
7524,7525,16004,746,12057,,HD 16004,HD 16004/HIP 12057/HR 746/HYG 12026/MN 7525,,,,And,2.591083,39.66438,16.3,-33.44,-8.0,198.0198,6.36,,,-0.095,B9MNp...,97.63375665826416,118.687778,95.65359,126.393889,-2.993e-05,2.109e-05,1.23e-06,12026,,0,0
7525,7526,17864,853,13271,,HD 17864,HD 17864/HIP 13271/HR 853/HYG 13237/MN 7526,,,,Eri,2.846611,-39.932224,42.3,-10.16,19.0,88.1057,6.36,,,0.04,A0V,19.31968317016924,49.651442,45.815741,-56.553483,-1.58e-05,2.149e-05,-3.35e-06,13237,,0,0
7526,7527,19850,0,14797,,HD 19850,HD 19850/HIP 14797/HYG 14761/MN 7527,,,,Eri,3.184801,-13.264284,26.92,8.14,0.0,327.8689,6.36,,,0.614,F6III,267.67018556258904,214.476282,236.302353,-75.227243,1.259e-05,3.095e-05,-2.969e-05,14761,,0,0
7527,7528,20980,1018,15700,,HD 20980,HD 20980/HIP 15700/HR 1018/HYG 15661/MN 7528,,,,For,3.37119,-25.587802,5.11,0.66,25.0,114.4165,6.36,,,0.01,A1V,32.568668220166984,65.545896,79.705673,-49.415868,-1.071e-05,1.973e-05,1.256e-05,15661,,0,0
7528,7529,25700,1263,18990,,HD 25700,HD 25700/HIP 18990/HR 1263/HYG 18943/MN 7529,,,,Eri,4.069085,-16.588728,93.93,-61.63,32.0,154.5595,6.36,,,1.266,K2/K3III/IV,59.42921586155727,71.731254,129.600081,-44.126792,-5.36e-05,4.999e-05,-5.277e-05,18943,,0,0
7529,7530,26927,1323,19721,,HD 26927,HD 26927/HIP 19721/HR 1323/HYG 19671/MN 7530,,,,Hor,4.226589,-40.357763,10.69,30.91,59.0,291.5452,6.36,,,1.468,K3III,211.64109507708656,99.479296,198.645498,-188.792869,-5.78e-06,7.317e-05,1.975e-05,19671,,0,0
7530,7531,27490,1359,20138,,HD 27490,HD 27490/HIP 20138/HR 1359/HYG 20088/MN 7531,,,,Eri,4.317469,-33.904617,-2.11,4.53,16.0,102.0408,6.36,,,0.132,A+...,25.91791134615945,36.110295,76.60648,-56.919662,-7.27e-06,1.297e-05,7.27e-06,20088,,0,0
7531,7532,30085,1510,22508,,HD 30085,HD 30085/HIP 22508/HR 1510/HYG 22455/MN 7532,,,,Cam,4.843441,70.941528,1.71,-20.2,7.0,207.0393,6.36,,,-0.069,A0IV,106.6596121230258,20.158574,64.529763,195.690672,1.5e-07,2.103e-05,4.77e-06,22455,,0,0
7532,7533,31236,1566,22850,,HD 31236,HD 31236/HIP 22850/HR 1566/HYG 22797/MN 7533,,,,Tau,4.916211,19.485388,63.32,-28.41,35.0,64.3501,6.36,,,0.292,F3IV,10.308607400626256,16.982723,58.239254,21.465139,3.59e-06,4.076e-05,-8.69e-06,22797,,0,0
7533,7534,32781,1650,24440,,HD 32781,HD 32781/HIP 24440/HR 1650/HYG 24382/MN 7534,,,,Cam,5.243205,76.472761,-8.58,-3.27,7.0,132.626,6.36,,,-0.011,A0V,43.772363793476565,6.106293,30.41534,128.946861,6.47e-06,2.56e-06,6.14e-06,24382,,0,0
7534,7535,35775,0,25505,,HD 35775,HD 35775/HIP 25505/HYG 25441/MN 7535,,,,Ori,5.454278,2.3412,5.87,-2.02,0.0,124.533,6.36,,,0.965,K0,38.583355990535146,17.716718,123.161302,5.087207,-1.22e-06,5.5e-07,-3.5e-06,25441,,0,0
7535,7536,37138,1904,26463,,HD 37138,HD 37138/HIP 26463/HR 1904/HYG 26398/MN 7536,,,,Aur,5.62939,33.559167,16.61,4.98,29.0,154.0832,6.36,,,1.306,K0,59.10170366102437,12.438519,127.796223,85.177,1.95e-05,2.375e-05,-1.015e-05,26398,,0,0
7536,7537,40724,2116,28561,,HD 40724,HD 40724/HIP 28561/HR 2116/HYG 28490/MN 7537,,,,Gem,6.02823,22.401001,-6.19,-17.4,24.0,240.9639,6.36,,,-0.071,B8V,144.54397707459265,-1.646436,222.774728,91.828179,-9.44e-06,3.049e-05,7.01e-06,28490,,0,0
7537,7538,42327,2182,29178,,HD 42327,HD 42327/HIP 29178/HR 2182/HYG 29105/MN 7538,,,,Lep,6.15561,-18.126385,3.51,-21.33,33.0,152.6718,6.36,,,-0.04,B9Vn...,58.02297599818738,-5.909367,144.974984,-47.498444,-2.55e-05,2.704e-05,-3.7e-06,29105,,0,0
7538,7539,47230,2431,31509,,HD 47230,HD 47230/HIP 31509/HR 2431/HYG 31429/MN 7539,,,,Col,6.598344,-36.088632,-59.85,-73.04,28.0,39.604,6.36,,,0.486,F6V,3.904810837492535,-4.992875,31.612606,-23.328331,-2.82e-05,1.649e-05,9.03e-06,31429,,0,0
7539,7540,47475,2445,31603,,HD 47475,HD 47475/HIP 31603/HR 2445/HYG 31523/MN 7540,,,,Col,6.614243,-41.557141,1.28,5.62,14.0,483.0918,6.36,,,1.147,K0II,580.7644175213123,-57.881249,356.831085,-320.467075,3.5e-07,1.871e-05,-6.07e-06,31523,,0,0
7540,7541,48099,2467,32067,,HD 48099,HD 48099/HIP 32067/HR 2467/HYG 31982/MN 7541,,,,Mon,6.699786,6.345425,0.81,2.35,31.0,854.7009,6.36,,,-0.084,O6,1818.0256237742628,-154.755978,835.249262,94.463538,1.318e-05,2.931e-05,-8.84e-06,31982,,0,0
7541,7542,49947,2531,32222,,HD 49947,HD 49947/HIP 32222/HR 2531/HYG 32137/MN 7542,,,,Vol,6.726872,-73.118208,12.43,-98.28,16.0,136.7989,6.36,,,0.96,G8III,46.55860935229591,-7.514189,39.009058,-130.903815,-3.459e-05,-5.813e-05,2.8e-06,32137,,0,0
7542,7543,51411,2598,33330,,HD 51411,HD 51411/HIP 33330/HR 2598/HYG 33243/MN 7543,,,,CMa,6.931881,-31.790179,-8.17,6.67,21.0,294.9853,6.36,,,-0.155,B3V,216.5708494710074,-60.565229,243.307861,-155.401338,-3.21e-06,2.541e-05,5.71e-06,33243,,0,0
7543,7544,51925,2614,33532,,HD 51925,HD 51925/HIP 33532/HR 2614/HYG 33444/MN 7544,,,,CMa,6.968765,-27.164381,-2.5,4.26,18.0,854.7009,6.36,,,-0.186,B2V,1818.0256237742628,-190.800299,736.101726,-390.20943,7.3e-06,2.625e-05,3.9e-06,33444,,0,0
7544,7545,54070,2681,34956,,HD 54070,HD 54070/HIP 34956/HR 2681/HYG 34862/MN 7545,,,,Cam,7.232779,71.816584,23.39,18.54,-68.0,129.8701,6.36,,,1.119,K0,41.995233466406575,-12.853936,38.434612,123.384123,-6.243e-05,-3.577e-05,-3.56e-06,34862,,0,0
7545,7546,56820,2772,35735,,47 Cam,47 Cam/HD 56820/HIP 35735/HR 2772/HYG 35637/MN 7546,,,47 Cam,Cam,7.37144,59.901996,-1.72,15.4,7.0,73.8007,6.36,,,0.282,A8m,13.551894123510356,-13.004364,34.649686,63.850124,8.96e-06,-8.9e-07,9.9e-07,35637,,0,0
7546,7547,58898,0,36325,,HD 58898,HD 58898/HIP 36325/HYG 36223/MN 7547,,,,Gem,7.47775,27.552938,17.01,24.23,24.0,114.5475,6.36,,,1.223,K2III,32.658783217233584,-38.316683,94.050431,52.986104,2.328e-05,1.083e-05,-1.461e-05,36223,,0,0
7547,7548,63586,3039,38449,,HD 63586,HD 63586/HIP 38449/HR 3039/HYG 38338/MN 7548,,,,Lyn,7.876789,55.209443,-21.76,-42.2,8.0,113.5074,6.36,,,-0.003,A0Vn,32.06269324505466,-30.556664,57.103253,93.217246,-6.53e-06,2.658e-05,-6.4e-07,38338,,0,0
7548,7549,65189,3100,38667,,HD 65189,HD 65189/HIP 38667/HR 3100/HYG 38553/MN 7549,,,,Car,7.916786,-52.58333,-13.58,11.49,7.0,361.0108,6.36,,,-0.007,B8III,324.4890156605366,-105.512129,192.30913,-286.728499,6.53e-06,2.925e-05,1.106e-05,38553,,0,0
7549,7550,64958,3094,38959,,HD 64958,HD 64958/HIP 38959/HR 3094/HYG 38849/MN 7550,,,,Lyn,7.971265,43.977374,38.82,4.94,-49.0,129.199,6.36,,,1.043,K0,41.53364054890737,-45.879586,80.864462,89.712154,-3.257e-05,-4.523e-05,-2.29e-06,38849,,0,0
7550,7551,67888,3195,39866,,HD 67888,HD 67888/HIP 39866/HR 3195/HYG 39753/MN 7551,,,,Pup,8.14379,-37.681221,-7.81,8.71,30.0,840.3361,6.36,6.38,6.22,-0.054,B3V,1757.114246595095,-353.97193,563.037961,-513.670458,9.33e-06,5.585e-05,2.47e-06,39753,,0,1
7551,7552,72322,3368,41653,,HD 72322,HD 72322/HIP 41653/HR 3368/HYG 41534/MN 7552,,,,Car,8.493442,-55.190936,-9.69,-13.23,-12.0,193.4236,6.36,,,0.799,G0V,93.15367652385744,-67.065586,87.713039,-158.812082,3e-06,-8.14e-06,1.766e-05,41534,,0,0
7552,7553,72688,3385,41939,,HD 72688,HD 72688/HIP 41939/HR 3385/HYG 41820/MN 7553,,,,Pyx,8.549584,-34.634039,-18.26,3.27,6.0,127.0648,6.36,6.393,6.343,0.951,G8III,40.179081084894,-64.716589,82.111014,-72.215106,-1.83e-06,1.183e-05,5e-06,41820,,0,1
7553,7554,72798,0,41941,,HD 72798,HD 72798/HIP 41941/HYG 41822/MN 7554,,,,Vel,8.550517,-45.752906,-8.86,9.06,22.0,581.3953,6.36,,,-0.119,B5III,841.0077540692329,-251.191613,318.546425,-416.475297,1.7e-06,4.215e-05,-1.44e-06,41822,,0,0
7554,7555,75528,3510,43454,,54 Cnc,54 Cnc/HD 75528/HIP 43454/HR 3510/HYG 43331/MN 7555,,,54 Cnc,Cnc,8.850407,15.350651,-118.13,72.47,45.0,38.3142,6.36,,,0.669,G2IV,3.654264677506523,-25.082997,27.12885,10.142857,2.516e-05,4.487e-05,-1.16e-05,43331,,0,0
7555,7556,76640,3568,43763,,HD 76640,HD 76640/HIP 43763/HR 3568/HYG 43639/MN 7556,,,,Car,8.915011,-58.239658,-20.24,16.14,13.0,218.3406,6.36,6.385,6.325,-0.086,B5V,118.68613846449205,-79.437763,83.053944,-185.645772,-2.31e-06,3.036e-05,6e-07,43639,,0,1
7556,7557,79699,0,45214,,HD 79699,HD 79699/HIP 45214/HYG 45082/MN 7557,,,,Car,9.214061,-60.916769,-22.14,18.93,0.0,173.3102,6.36,,,-0.044,B9V,74.74807281756631,-62.811447,56.138495,-151.4583,7.73e-06,2.313e-05,2.03e-06,45082,,0,0
7557,7558,83869,3854,47633,,HD 83869,HD 83869/HIP 47633/HR 3854/HYG 47498/MN 7558,,,,UMa,9.711973,48.431,-30.54,-23.75,-8.0,139.2758,6.36,,,0.01,A1V,48.261409326852096,-76.323174,52.104056,104.200138,-1.676e-05,2.073e-05,6.2e-06,47498,,0,0
7558,7559,85296,3897,48219,,HD 85296,HD 85296/HIP 48219/HR 3897/HYG 48083/MN 7559,,,,Ant,9.830931,-36.268463,-18.07,4.29,21.0,152.9052,6.36,,,1.008,K0III,58.1835211048072,-103.932094,66.304015,-90.454161,-1.014e-05,2.162e-05,-8.98e-06,48083,,0,0
7559,7560,87500,3969,49445,,HD 87500,HD 87500/HIP 49445/HR 3969/HYG 49304/MN 7560,,,,Leo,10.0947,15.757506,-77.31,-7.2,12.0,100.0,6.36,,,0.387,F2Vn,24.888573182823905,-84.515371,46.040071,27.156683,-3e-08,3.902e-05,6.72e-06,49304,,0,0
7560,7561,88806,0,50142,,HD 88806,HD 88806/HIP 50142/HYG 50001/MN 7561,,,,Hya,10.235823,-23.813946,-24.41,10.87,-6.2,363.6364,6.36,,,1.639,M1III,329.0031075247056,-297.82062,148.245648,-146.824715,2.009e-05,3.938e-05,1.744e-05,50001,,0,0
7561,7562,89993,4078,50904,,HD 89993,HD 89993/HIP 50904/HR 4078/HYG 50760/MN 7562,,,,LMi,10.394933,29.615856,-7.9,-13.12,-13.0,114.9425,6.36,,,1.09,G8III,32.87002239687752,-91.233046,40.764664,56.80251,-1.293e-05,7.8e-07,9.05e-06,50760,,0,0
7562,7563,92589,4183,52273,,HD 92589,HD 92589/HIP 52273/HR 4183/HYG 52122/MN 7563,,,,Ant,10.680984,-35.741718,-26.6,5.53,11.0,277.0083,6.36,,,0.917,G8/K0III+..,190.89739411235064,-211.563652,76.1061,-161.809566,-5.4e-07,3.817e-05,-5.8e-07,52122,,0,0
7563,7564,94717,4268,53151,,HD 94717,HD 94717/HIP 53151/HR 4268/HYG 52997/MN 7564,,,,Cha,10.874628,-79.559437,-11.29,2.09,3.0,621.118,6.36,,,1.46,K2II/III,960.2846792093816,-107.706288,32.68405,-610.834438,-1.88e-06,3.449e-05,3.42e-06,52997,,0,0
7564,7565,94747,4270,53492,,50 LMi,50 LMi/HD 94747/HIP 53492/HR 4270/HYG 53337/MN 7565,,,50 LMi,LMi,10.942897,25.500244,-23.0,-7.9,30.0,78.4929,6.36,,,1.036,K0,15.332041990349136,-68.150834,19.357413,33.792481,1.05e-05,1.634e-05,-2.549e-05,53337,,0,0
7565,7566,95109,4276,53589,,HD 95109,HD 95109/HIP 53589/HR 4276/HYG 53433/MN 7566,,,,Car,10.963386,-59.73219,-5.12,2.09,1.7,100000.0,6.36,6.878,5.758,0.84,G3Ia,24888573.18282396,-48559.478144,13511.66758,-86367.887115,0.00050918,0.002626,-0.00017853,53433,,0,1
7566,7567,104080,0,58452,,HD 104080,HD 104080/HIP 58452/HYG 58276/MN 7567,,,,Cen,11.986302,-45.83222,-30.05,-8.45,0.0,121.8027,6.36,,,-0.081,B8/B9V,36.91475581654129,-84.866927,0.304387,-87.369386,-3.48e-06,1.773e-05,3.64e-06,58277,,0,0
7567,7568,106926,4676,59941,,HD 106926,HD 106926/HIP 59941/HR 4676/HYG 59757/MN 7568,,,,Com,12.295628,15.1447,34.54,-41.27,-42.0,175.4386,6.36,,,1.384,K4III,76.63020722739192,-168.83816,-13.093414,45.834577,-4.51e-05,-2.679e-05,3.447e-05,59758,,0,0
7568,7569,107773,4710,60417,,HD 107773,HD 107773/HIP 60417/HR 4710/HYG 60231/MN 7569,,,,Mus,12.387389,-67.631546,-751.13,257.04,31.0,49.8008,6.36,,,0.887,K0IV-V,6.171631684555835,-18.855075,-1.917846,-46.053831,-5.7e-06,0.00017337,-8.746e-05,60232,,0,0
7569,7570,108471,4741,60804,,HD 108471,HD 108471/HIP 60804/HR 4741/HYG 60615/MN 7570,,,,Vir,12.461689,8.610344,22.23,-11.21,-6.0,156.4945,6.36,,,0.935,G8III,60.9256259749656,-153.601758,-18.656789,23.429385,-9.33e-06,-1.616e-05,6.79e-06,60616,,0,0
7570,7571,115488,5014,64838,,HD 115488,HD 115488/HIP 64838/HR 5014/HYG 64632/MN 7571,,,,Vir,13.291626,-0.676065,-68.14,-9.6,-20.0,81.4332,6.36,,,0.26,F0V,16.504409856522788,-76.816206,-27.012666,-0.960851,-3.55e-06,3.218e-05,1.041e-05,64633,,0,0
7571,7572,117651,5093,66152,,HD 117651,HD 117651/HIP 66152/HR 5093/HYG 65943/MN 7572,,,,Mus,13.559972,-65.63269,-34.28,-27.91,12.0,111.4827,6.36,,,-0.014,A0V,30.93143010948961,-42.213312,-18.266864,-101.55183,-1.74e-05,2.045e-05,6.1e-07,65944,,0,0
7572,7573,122106,5258,68380,,HD 122106,HD 122106/HIP 68380/HR 5258/HYG 68161/MN 7573,,,,Vir,13.997022,-3.549788,-29.68,-56.3,-8.0,77.5194,6.36,,,0.486,F8V,14.95546772744395,-67.035043,-38.633048,-4.799675,-2.061e-05,1.44e-05,2.64e-06,68162,,0,0
7573,7574,122443,0,68516,,HD 122443,HD 122443/HIP 68516/HYG 68297/MN 7574,,,,Boo,14.026892,17.668391,-45.85,-83.14,0.0,387.5969,6.36,,,1.215,G5,373.9383436431516,-318.527008,-186.903918,117.638547,-0.00014885,5.031e-05,-8.449e-05,68298,,0,0
7574,7575,124553,5322,69564,,HD 124553,HD 124553/HIP 69564/HR 5322/HYG 69341/MN 7575,,,,Vir,14.239253,-5.947717,-306.24,83.58,-32.0,42.8633,6.36,,,0.593,F9V,4.570881896148748,-35.513946,-23.58539,-4.441504,2.066e-05,7.002e-05,-9.59e-06,69342,,0,0
7575,7576,125990,5382,70528,,HD 125990,HD 125990/HIP 70528/HR 5382/HYG 70304/MN 7576,,,,Cir,14.427716,-66.172922,-41.85,-15.98,18.0,132.626,6.36,,,0.128,A1V,43.772363793476565,-43.115955,-31.805931,-121.322281,-2.099e-05,2.282e-05,-1.439e-05,70305,,0,0
7576,7577,126475,5400,70626,,HD 126475,HD 126475/HIP 70626/HR 5400/HYG 70402/MN 7577,,,,Cen,14.447188,-39.873989,-19.65,-22.79,8.0,147.2754,6.36,,,-0.088,B9V,54.000775906659264,-90.613479,-67.560417,-94.418494,-1.773e-05,1.373e-05,-5.06e-06,70403,,0,0
7577,7578,127334,5423,70873,GJ 3852,HD 127334,GJ 3852/HD 127334/HIP 70873/HR 5423/HYG 70649/MN 7578,,,,Boo,14.493549,41.795911,161.06,-220.92,0.4,23.7417,6.36,,,0.702,G5V,1.4034598729211754,-14.060506,-10.751378,15.823354,-1.868e-05,-2.52e-05,-2.44e-06,70650,,0,0
7578,7579,131752,5561,73116,,HD 131752,HD 131752/HIP 73116/HR 5561/HYG 72888/MN 7579,,,,Cen,14.943265,-39.416023,-38.85,-21.22,-7.0,114.4165,6.36,,,0.061,A0/A1V,32.568668220166984,-63.424839,-61.568105,-72.648327,-4.55e-06,2.452e-05,-5.68e-06,72889,,0,0
7579,7580,134657,0,74552,,HD 134657,HD 134657/HIP 74552/HYG 74323/MN 7580,,,,Cir,15.233108,-61.342977,-7.13,-20.76,-12.0,260.4167,6.36,,,-0.041,B5V,168.73298906258032,-82.758049,-93.529763,-228.517156,-1.8e-06,2.76e-05,1.24e-05,74324,,0,0
7580,7581,136643,5711,75125,,HD 136643,HD 136643/HIP 75125/HR 5711/HYG 74895/MN 7581,,,,Ser,15.351911,24.95802,-26.56,-18.91,-2.0,182.4818,6.36,,,1.257,K0,82.87050779069826,-105.725855,-127.250965,76.998937,-1.603e-05,1.101e-05,-2.14e-05,74896,,0,0
7581,7582,138564,5773,76234,,HD 138564,HD 138564/HIP 76234/HR 5773/HYG 76001/MN 7582,,,,Lup,15.57246,-39.34921,-28.22,-37.49,0.3,107.6426,6.36,,,-0.017,B9V,28.84031503126606,-49.411279,-66.987717,-68.250284,-1.532e-05,1.853e-05,-4.63e-06,76002,,0,0
7582,7583,147142,6082,79420,,20 UMi,20 UMi/HD 147142/HIP 79420/HR 6082/HYG 79179/MN 7583,,,20 UMi,UMi,16.208936,75.210681,-43.51,35.73,-26.0,200.4008,6.36,,,1.283,K2IV,99.90793899844618,-23.11759,-45.63384,193.761496,-1.685e-05,5.51e-05,-1.947e-05,79180,,0,0
7583,7584,149822,6176,81337,,HD 149822,HD 149822/HIP 81337/HR 6176/HYG 81090/MN 7584,,,,Her,16.611928,15.497455,-14.74,-30.35,0.0,126.2626,6.36,6.371,6.351,-0.055,B9sp...,39.66431879468582,-43.248419,-113.72619,33.736807,-1.79e-05,-1.43e-06,-1.02e-05,81091,,0,1
7584,7585,151932,6249,82543,,HD 151932,HD 151932/HIP 82543/HR 6249/HYG 82291/MN 7585,,,,Sco,16.872013,-41.854514,-2.26,-0.37,25.0,100000.0,6.36,6.394,6.344,0.264,WN...,24888573.18282396,-21677.335871,-71259.957995,-66724.145112,-0.00015066,0.00041513,-0.00101887,82292,,0,1
7585,7586,153472,6313,83013,,HD 153472,HD 153472/HIP 83013/HR 6313/HYG 82757/MN 7586,,,,Her,16.963939,42.512451,-10.23,-41.0,28.0,200.8032,6.36,,,1.28,K3III,100.36909309200966,-39.658062,-142.606697,135.693013,-1.007e-05,-4.365e-05,-2.248e-05,82758,,0,0
7586,7587,156325,6422,84650,,HD 156325,HD 156325/HIP 84650/HR 6422/HYG 84391/MN 7587,,,,Sco,17.305697,-32.553107,-2.16,-7.39,-14.0,319.4888,6.36,6.398,6.318,0.109,B5III,253.9802813772816,-48.680086,-264.858325,-171.91082,-1.94e-06,1.853e-05,0.0,84392,,0,1
7587,7588,157373,6467,84855,,HD 157373,HD 157373/HIP 84855/HR 6467/HYG 84596/MN 7588,,,,Her,17.342699,48.188791,207.18,-3.35,31.0,39.6511,6.36,,,0.427,F6Vawvar,3.912010393873509,-4.526381,-26.044307,29.553979,2.32e-05,-2.812e-05,3.553e-05,84597,,0,0
7588,7589,156992,0,84947,,HD 156992,HD 156992/HIP 84947/HYG 84687/MN 7589,,,,Oph,17.361545,-24.906103,-34.21,-38.49,-12.0,172.7116,6.36,,,1.399,K3III,74.26770437146976,-26.061724,-154.466022,-72.73441,-2.406e-05,2.912e-05,-2.413e-05,84688,,0,0
7589,7590,158463,6512,85622,,HD 158463,HD 158463/HIP 85622/HR 6512/HYG 85361/MN 7590,,,,Oph,17.496485,-5.919479,-33.13,-64.4,4.0,78.9889,6.36,,,0.93,K0III,15.531020752328466,-10.326818,-77.886126,-8.146184,-2.495e-05,1.5e-07,-1.278e-05,85362,,0,0
7590,7591,159354,6543,85934,,HD 159354,HD 159354/HIP 85934/HR 6543/HYG 85671/MN 7591,,,,Her,17.561883,14.841598,22.09,-73.53,30.0,184.5018,6.36,6.457,6.307,1.595,M4IIIa,84.72274141405963,-20.411306,-177.17479,47.259768,-5.571e-05,-4.846e-05,1.431e-05,85672,,0,1
7591,7592,160950,6599,86501,,HD 160950,HD 160950/HIP 86501/HR 6599/HYG 86233/MN 7592,,,,Her,17.677097,43.470666,54.62,56.79,-29.0,130.8901,6.36,,,1.199,K2,42.65795188015925,-8.020444,-94.651046,90.049999,5.75e-06,4.322e-05,3.844e-05,86234,,0,0
7592,7593,161023,6600,86769,,HD 161023,HD 161023/HIP 86769/HR 6600/HYG 86501/MN 7593,,,,Ser,17.730114,-13.508699,-71.14,-110.93,-7.0,43.9947,6.36,,,0.384,F0V,4.817259035591631,-3.019976,-42.670768,-10.276839,-2.133e-05,1.353e-05,-1.425e-05,86502,,0,0
7593,7594,162521,0,87822,GJ 4033,HD 162521,GJ 4033/HD 162521/HIP 87822/HYG 87549/MN 7594,,,,Pav,17.940063,-65.721739,84.63,-318.58,-22.2,35.6888,6.36,,,0.451,F8V,3.171027438947892,-0.230174,-14.672225,-32.532278,-1.97e-06,5.934e-05,1.558e-05,87550,,0,0
7594,7595,164258,6709,88148,,HD 164258,HD 164258/HIP 88148/HR 6709/HYG 87875/MN 7595,,,,Oph,18.004354,0.629483,20.25,-2.03,-34.0,135.318,6.36,6.37,6.34,0.16,A3spe...,45.58269515401941,0.154225,-135.309441,1.486645,-1.71e-06,3.477e-05,1.324e-05,87876,,0,1
7595,7596,164432,6719,88213,,HD 164432,HD 164432/HIP 88213/HR 6719/HYG 87939/MN 7596,,,,Oph,18.014683,6.268294,0.89,-6.98,-14.0,480.7692,6.36,,,-0.104,B2IV,575.4399373371566,1.837025,-477.891279,52.492421,-1.773e-05,1.246e-05,2.03e-06,87940,,0,0
7596,7597,166411,6799,88929,,HD 166411,HD 166411/HIP 88929/HR 6799/HYG 88651/MN 7597,,,,Her,18.15284,30.469531,73.52,139.13,-80.0,123.4568,6.36,,,1.194,K1III:,37.94897062076348,4.256618,-106.321495,62.602122,3.028e-05,0.00011441,3.946e-05,88652,,0,0
7597,7598,167304,6824,89246,,HD 167304,HD 167304/HIP 89246/HR 6824/HYG 88968/MN 7598,,,,Her,18.211838,41.14684,-10.1,-43.99,-48.0,164.7446,6.36,,,1.038,K0III,67.54605666335011,6.876519,-123.865868,108.400193,-5.876e-05,1.338e-05,-8.82e-06,88969,,0,0
7598,7599,167665,6836,89620,,HD 167665,HD 167665/HIP 89620/HR 6836/HYG 89342/MN 7599,,,,Sgr,18.289928,-28.288975,132.39,-151.56,7.0,30.4878,6.36,,,0.536,F8V,2.314195261511252,2.035807,-26.769353,-14.44877,-2.312e-05,5.78e-06,1.918e-05,89343,,0,0
7599,7600,169268,6890,90174,,HD 169268,HD 169268/HIP 90174/HR 6890/HYG 89894/MN 7600,,,,Ser,18.400997,-3.583157,-16.78,-47.43,-17.0,61.9195,6.36,,,0.351,F6III-IV,9.541134102819798,6.475717,-61.458079,-3.869782,-1.312e-05,1.761e-05,-6.92e-06,89895,,0,0
7600,7601,169943,6915,90597,,HD 169943,HD 169943/HIP 90597/HR 6915/HYG 90316/MN 7601,,,,CrA,18.486909,-43.845939,0.79,21.96,-9.0,132.2751,6.36,,,0.904,G8III,43.53113592296377,12.12764,-94.623394,-91.629769,1.653e-05,-3.03e-06,9e-07,90317,,0,0
7601,7602,170902,6956,90884,,HD 170902,HD 170902/HIP 90884/HR 6956/HYG 90601/MN 7602,,,,Sct,18.539071,-14.644268,-3.15,-21.05,-38.0,82.1693,6.36,,,0.217,A4/A5IV/V,16.811249744769597,11.182452,-78.709236,-20.773707,1.71e-06,3.915e-05,-6.83e-06,90602,,0,0
7602,7603,171149,6963,90967,,HD 171149,HD 171149/HIP 90967/HR 6963/HYG 90684/MN 7603,,,,Sct,18.556308,-5.911718,-11.04,-28.17,-24.0,123.7624,6.36,,,0.034,A0Vn,38.124135110429904,17.865674,-121.800698,-12.747006,-1.428e-05,2.492e-05,-1.035e-05,90685,,0,0
